UF,Consumo,Mes,Ano
Goiás,433616.64,FEV,2016.0
Distrito Federal,184829.0,FEV,2016.0
Rondônia,110924.56,MAR,2016.0
Acre,45461.33,MAR,2016.0
Amazonas,185399.7,MAR,2016.0
Roraima,47737.53,MAR,2016.0
Pará,292592.7,MAR,2016.0
Amapá,42033.229999999996,MAR,2016.0
Tocantins,85053.79,MAR,2016.0
Maranhão,269797.3,MAR,2016.0
Piauí,139778.2,MAR,2016.0
Ceará,378958.6,MAR,2016.0
Rio Grande do Norte,205165.0,MAR,2016.0
Paraíba,191944.25999999998,MAR,2016.0
Pernambuco,490540.0,MAR,2016.0
Alagoas,135138.55000000002,MAR,2016.0
Sergipe,117738.87,MAR,2016.0
Bahia,670567.0,MAR,2016.0
Minas Gerais,981077.9999999999,MAR,2016.0
Espírito Santo,240299.5,MAR,2016.0
Rio de Janeiro,1212553.21,MAR,2016.0
São Paulo,3460676.63,MAR,2016.0
Paraná,673954.3300000001,MAR,2016.0
Santa Catarina,547929.23,MAR,2016.0
Rio Grande do Sul,822313.29,MAR,2016.0
Mato Grosso do Sul,203722.44,MAR,2016.0
Mato Grosso,272590.49,MAR,2016.0
Goiás,418574.61,MAR,2016.0
Distrito Federal,189337.0,MAR,2016.0
Rondônia,111782.09,ABR,2016.0
Acre,44226.49,ABR,2016.0
Amazonas,177562.3,ABR,2016.0
Roraima,45688.03,ABR,2016.0
Pará,313629.58,ABR,2016.0
Amapá,42227.36,ABR,2016.0
Tocantins,90013.89,ABR,2016.0
Maranhão,283182.9,ABR,2016.0
Piauí,145346.3,ABR,2016.0
Ceará,418980.0,ABR,2016.0
Rio Grande do Norte,216776.0,ABR,2016.0
Paraíba,195107.78999999998,ABR,2016.0
Pernambuco,505141.0,ABR,2016.0
Alagoas,139027.1,ABR,2016.0
Sergipe,109729.84000000001,ABR,2016.0
Bahia,654540.08,ABR,2016.0
Minas Gerais,1000173.08,ABR,2016.0
Espírito Santo,232938.5,ABR,2016.0
Rio de Janeiro,1102613.98,ABR,2016.0
São Paulo,3342502.11,ABR,2016.0
Paraná,682960.1400000001,ABR,2016.0
Santa Catarina,560736.09,ABR,2016.0
Rio Grande do Sul,752195.64,ABR,2016.0
Mato Grosso do Sul,200782.83,ABR,2016.0
Mato Grosso,283356.66,ABR,2016.0
Goiás,461390.4,ABR,2016.0
Distrito Federal,205748.0,ABR,2016.0
Rondônia,113115.72,MAI,2016.0
Acre,41840.61,MAI,2016.0
Amazonas,178897.91,MAI,2016.0
Roraima,40068.04,MAI,2016.0
Pará,312719.64,MAI,2016.0
Amapá,42146.15,MAI,2016.0
Tocantins,93079.63,MAI,2016.0
Maranhão,282196.4,MAI,2016.0
Piauí,150268.1,MAI,2016.0
Ceará,409727.8,MAI,2016.0
Rio Grande do Norte,199875.0,MAI,2016.0
Paraíba,193504.52,MAI,2016.0
Pernambuco,475646.0,MAI,2016.0
Alagoas,129696.3,MAI,2016.0
Sergipe,114661.39,MAI,2016.0
Bahia,632002.6499999999,MAI,2016.0
Minas Gerais,934172.61,MAI,2016.0
Espírito Santo,208023.2,MAI,2016.0
Rio de Janeiro,1016750.5199999999,MAI,2016.0
São Paulo,3267614.96,MAI,2016.0
Paraná,637679.57,MAI,2016.0
Santa Catarina,498498.51999999996,MAI,2016.0
Rio Grande do Sul,713857.74,MAI,2016.0
Mato Grosso do Sul,173176.12000000002,MAI,2016.0
Mato Grosso,275644.91,MAI,2016.0
Goiás,419131.76,MAI,2016.0
Distrito Federal,201906.0,MAI,2016.0
Rondônia,103767.4,JUN,2016.0
Acre,39375.51,JUN,2016.0
Amazonas,187447.30000000002,JUN,2016.0
Roraima,39523.73,JUN,2016.0
Pará,326119.06,JUN,2016.0
Amapá,42293.57,JUN,2016.0
Tocantins,90834.94,JUN,2016.0
Maranhão,296056.4,JUN,2016.0
Piauí,150702.3,JUN,2016.0
Ceará,400729.9,JUN,2016.0
Rio Grande do Norte,190157.0,JUN,2016.0
Paraíba,162716.41,JUN,2016.0
Pernambuco,415947.0,JUN,2016.0
Alagoas,129217.2,JUN,2016.0
Sergipe,100101.22,JUN,2016.0
Bahia,579082.22,JUN,2016.0
Minas Gerais,919428.67,JUN,2016.0
Espírito Santo,188120.8,JUN,2016.0
Rio de Janeiro,975153.71,JUN,2016.0
São Paulo,3318000.0399999996,JUN,2016.0
Paraná,629797.53,JUN,2016.0
Santa Catarina,482429.87000000005,JUN,2016.0
Rio Grande do Sul,667115.3,JUN,2016.0
Mato Grosso do Sul,146509.65999999997,JUN,2016.0
Mato Grosso,225621.87,JUN,2016.0
Goiás,406020.32,JUN,2016.0
Distrito Federal,183696.0,JUN,2016.0
Rondônia,114076.13,JUL,2016.0
Acre,40381.93,JUL,2016.0
Amazonas,201294.27000000002,JUL,2016.0
Roraima,39823.3,JUL,2016.0
Pará,345098.22,JUL,2016.0
Amapá,42168.53,JUL,2016.0
Tocantins,90383.88,JUL,2016.0
Maranhão,300985.7,JUL,2016.0
Piauí,156363.2,JUL,2016.0
Ceará,383811.6,JUL,2016.0
Rio Grande do Norte,185259.0,JUL,2016.0
Paraíba,163378.91999999998,JUL,2016.0
Pernambuco,422883.0,JUL,2016.0
Alagoas,121340.4,JUL,2016.0
Sergipe,95032.76000000001,JUL,2016.0
Bahia,592220.27,JUL,2016.0
Minas Gerais,892049.4400000001,JUL,2016.0
Espírito Santo,198959.7,JUL,2016.0
Rio de Janeiro,957964.8799999999,JUL,2016.0
São Paulo,3447358.2700000005,JUL,2016.0
Paraná,627283.38,JUL,2016.0
Santa Catarina,511944.0,JUL,2016.0
Rio Grande do Sul,776574.69,JUL,2016.0
Mato Grosso do Sul,155869.72,JUL,2016.0
Mato Grosso,252539.22,JUL,2016.0
Goiás,403904.01999999996,JUL,2016.0
Distrito Federal,187580.0,JUL,2016.0
Rondônia,123152.02,AGO,2016.0
Acre,46685.41,AGO,2016.0
Amazonas,202224.22,AGO,2016.0
Roraima,38616.97,AGO,2016.0
Pará,355565.79,AGO,2016.0
Amapá,42669.2,AGO,2016.0
Tocantins,87170.22,AGO,2016.0
Maranhão,300214.6,AGO,2016.0
Piauí,150730.3,AGO,2016.0
Ceará,394519.0,AGO,2016.0
Rio Grande do Norte,180145.0,AGO,2016.0
Paraíba,162020.61,AGO,2016.0
Pernambuco,404303.0,AGO,2016.0
Alagoas,108890.6,AGO,2016.0
Sergipe,93428.29,AGO,2016.0
Bahia,559791.24,AGO,2016.0
Minas Gerais,990379.77,AGO,2016.0
Espírito Santo,194487.4,AGO,2016.0
Rio de Janeiro,1023552.77,AGO,2016.0
São Paulo,3463066.56,AGO,2016.0
Paraná,642776.53,AGO,2016.0
Santa Catarina,487663.31999999995,AGO,2016.0
Rio Grande do Sul,748994.59,AGO,2016.0
Mato Grosso do Sul,166842.81,AGO,2016.0
Mato Grosso,244965.16,AGO,2016.0
Goiás,434948.44,AGO,2016.0
Distrito Federal,203972.0,AGO,2016.0
Rondônia,135238.41999999998,SET,2016.0
Acre,51911.34,SET,2016.0
Amazonas,204859.50999999998,SET,2016.0
Roraima,45426.43,SET,2016.0
Pará,358676.32,SET,2016.0
Amapá,42044.3,SET,2016.0
Tocantins,103753.6,SET,2016.0
Maranhão,313750.8,SET,2016.0
Piauí,163499.3,SET,2016.0
Ceará,405768.9,SET,2016.0
Rio Grande do Norte,188303.0,SET,2016.0
Paraíba,170818.51,SET,2016.0
Pernambuco,413000.0,SET,2016.0
Alagoas,119175.4,SET,2016.0
Sergipe,100820.72,SET,2016.0
Bahia,583426.99,SET,2016.0
Minas Gerais,970648.3200000001,SET,2016.0
Espírito Santo,208945.7,SET,2016.0
Rio de Janeiro,1052915.22,SET,2016.0
São Paulo,3524277.9999999995,SET,2016.0
Paraná,670627.66,SET,2016.0
Santa Catarina,528056.08,SET,2016.0
Rio Grande do Sul,729852.0700000001,SET,2016.0
Mato Grosso do Sul,182334.25,SET,2016.0
Mato Grosso,283733.89999999997,SET,2016.0
Goiás,485778.57,SET,2016.0
Distrito Federal,202745.0,SET,2016.0
Rondônia,143399.0,OUT,2016.0
Acre,51275.96,OUT,2016.0
Amazonas,197223.74,OUT,2016.0
Roraima,48601.44,OUT,2016.0
Pará,364359.58,OUT,2016.0
Amapá,44711.46,OUT,2016.0
Tocantins,111452.3,OUT,2016.0
Maranhão,329654.8,OUT,2016.0
Piauí,177922.3,OUT,2016.0
Ceará,432658.6,OUT,2016.0
Rio Grande do Norte,195847.0,OUT,2016.0
Paraíba,182876.97999999998,OUT,2016.0
Pernambuco,444807.0,OUT,2016.0
Alagoas,125286.0,OUT,2016.0
Sergipe,104010.03,OUT,2016.0
Bahia,634966.08,OUT,2016.0
Minas Gerais,1054775.8499999999,OUT,2016.0
Espírito Santo,223888.1,OUT,2016.0
Rio de Janeiro,1186596.44,OUT,2016.0
São Paulo,3776131.63,OUT,2016.0
Paraná,735947.09,OUT,2016.0
Santa Catarina,503896.56000000006,OUT,2016.0
Rio Grande do Sul,713184.6200000001,OUT,2016.0
Mato Grosso do Sul,212195.18,OUT,2016.0
Mato Grosso,332377.48000000004,OUT,2016.0
Goiás,539182.0399999999,OUT,2016.0
Distrito Federal,222851.0,OUT,2016.0
Rondônia,129261.28,NOV,2016.0
Acre,50342.61,NOV,2016.0
Amazonas,189009.89,NOV,2016.0
Roraima,45923.4,NOV,2016.0
Pará,368295.02,NOV,2016.0
Amapá,45101.799999999996,NOV,2016.0
Tocantins,98096.92,NOV,2016.0
Maranhão,324119.5,NOV,2016.0
Piauí,180082.5,NOV,2016.0
Ceará,425889.5,NOV,2016.0
Rio Grande do Norte,202262.0,NOV,2016.0
Paraíba,196164.54,NOV,2016.0
Pernambuco,466171.0,NOV,2016.0
Alagoas,139142.3,NOV,2016.0
Sergipe,112649.2,NOV,2016.0
Bahia,633607.71,NOV,2016.0
Minas Gerais,1044994.1499999999,NOV,2016.0
Espírito Santo,218416.1,NOV,2016.0
Rio de Janeiro,1125817.53,NOV,2016.0
São Paulo,3610007.1599999997,NOV,2016.0
Paraná,708542.7799999999,NOV,2016.0
Santa Catarina,505800.55999999994,NOV,2016.0
Rio Grande do Sul,736638.0,NOV,2016.0
Mato Grosso do Sul,191700.5,NOV,2016.0
Mato Grosso,330971.25,NOV,2016.0
Goiás,488560.25,NOV,2016.0
Distrito Federal,210326.0,NOV,2016.0
Rondônia,140251.68,DEZ,2016.0
Acre,51488.979999999996,DEZ,2016.0
Amazonas,175867.92,DEZ,2016.0
Roraima,46761.27,DEZ,2016.0
Pará,293327.66000000003,DEZ,2016.0
Amapá,46003.85,DEZ,2016.0
Tocantins,103166.3,DEZ,2016.0
Maranhão,321667.3,DEZ,2016.0
Piauí,174740.3,DEZ,2016.0
Ceará,446785.8,DEZ,2016.0
Rio Grande do Norte,203740.0,DEZ,2016.0
Paraíba,197013.53,DEZ,2016.0
Pernambuco,480609.0,DEZ,2016.0
Alagoas,141794.7,DEZ,2016.0
Sergipe,113448.14,DEZ,2016.0
Bahia,661645.01,DEZ,2016.0
Minas Gerais,1008973.16,DEZ,2016.0
Espírito Santo,254796.2,DEZ,2016.0
Rio de Janeiro,1262252.93,DEZ,2016.0
São Paulo,3851949.72,DEZ,2016.0
Paraná,737141.87,DEZ,2016.0
Santa Catarina,577131.15,DEZ,2016.0
Rio Grande do Sul,802555.29,DEZ,2016.0
Mato Grosso do Sul,211974.29,DEZ,2016.0
Mato Grosso,321271.61000000004,DEZ,2016.0
Goiás,493157.41,DEZ,2016.0
Distrito Federal,193177.0,DEZ,2016.0
Rondônia,106564.52,JAN,2017.0
Acre,47709.87,JAN,2017.0
Amazonas,165005.0,JAN,2017.0
Roraima,41040.33,JAN,2017.0
Pará,333372.98000000004,JAN,2017.0
Amapá,47514.76,JAN,2017.0
Tocantins,88112.46,JAN,2017.0
Maranhão,302886.5,JAN,2017.0
Piauí,169186.4,JAN,2017.0
Ceará,448491.0,JAN,2017.0
Rio Grande do Norte,213317.0,JAN,2017.0
Paraíba,197316.46000000002,JAN,2017.0
Pernambuco,488889.0,JAN,2017.0
Alagoas,135267.0,JAN,2017.0
Sergipe,112150.76999999999,JAN,2017.0
Bahia,695741.35,JAN,2017.0
Minas Gerais,1108300.36,JAN,2017.0
Espírito Santo,262562.3,JAN,2017.0
Rio de Janeiro,1308227.48,JAN,2017.0
São Paulo,3925311.3299999996,JAN,2017.0
Paraná,751296.5,JAN,2017.0
Santa Catarina,631959.18,JAN,2017.0
Rio Grande do Sul,890178.5700000001,JAN,2017.0
Mato Grosso do Sul,214339.97999999998,JAN,2017.0
Mato Grosso,271867.93,JAN,2017.0
Goiás,485208.39,JAN,2017.0
Distrito Federal,212214.0,JAN,2017.0
Rondônia,104261.51,FEV,2017.0
Acre,44954.89,FEV,2017.0
Amazonas,148929.0,FEV,2017.0
Roraima,41032.74,FEV,2017.0
Pará,322099.93,FEV,2017.0
Amapá,51877.03,FEV,2017.0
Tocantins,85110.76,FEV,2017.0
Maranhão,288998.5,FEV,2017.0
Piauí,151422.9,FEV,2017.0
Ceará,421787.0,FEV,2017.0
Rio Grande do Norte,210138.0,FEV,2017.0
Paraíba,196265.75,FEV,2017.0
Pernambuco,460335.0,FEV,2017.0
Alagoas,136647.78,FEV,2017.0
Sergipe,110493.29000000001,FEV,2017.0
Bahia,647405.35,FEV,2017.0
Minas Gerais,1025566.58,FEV,2017.0
Espírito Santo,244885.4,FEV,2017.0
Rio de Janeiro,1342693.9300000002,FEV,2017.0
São Paulo,3622261.98,FEV,2017.0
Paraná,692801.2000000001,FEV,2017.0
Santa Catarina,600565.7899999999,FEV,2017.0
Rio Grande do Sul,826217.52,FEV,2017.0
Mato Grosso do Sul,188856.26,FEV,2017.0
Mato Grosso,264134.8,FEV,2017.0
Goiás,449252.62,FEV,2017.0
Distrito Federal,196842.0,FEV,2017.0
Rondônia,113114.35,MAR,2017.0
Acre,45393.740000000005,MAR,2017.0
Amazonas,154891.0,MAR,2017.0
Roraima,41959.19,MAR,2017.0
Pará,322263.58,MAR,2017.0
Amapá,47792.54,MAR,2017.0
Tocantins,86134.62,MAR,2017.0
Maranhão,286653.6,MAR,2017.0
Piauí,152822.8,MAR,2017.0
Ceará,408862.0,MAR,2017.0
Rio Grande do Norte,217620.0,MAR,2017.0
Paraíba,206157.03999999998,MAR,2017.0
Pernambuco,492996.0,MAR,2017.0
Alagoas,146705.94,MAR,2017.0
Sergipe,118736.21,MAR,2017.0
Bahia,701022.1,MAR,2017.0
Minas Gerais,1031723.4099999999,MAR,2017.0
Espírito Santo,256427.4,MAR,2017.0
Rio de Janeiro,1342877.35,MAR,2017.0
São Paulo,3726261.17,MAR,2017.0
Paraná,726385.4099999999,MAR,2017.0
Santa Catarina,625329.4299999999,MAR,2017.0
Rio Grande do Sul,853404.3600000001,MAR,2017.0
Mato Grosso do Sul,209586.84999999998,MAR,2017.0
Mato Grosso,287333.82999999996,MAR,2017.0
Goiás,455118.59,MAR,2017.0
Distrito Federal,198815.0,MAR,2017.0
Rondônia,120227.1,ABR,2017.0
Acre,43717.96,ABR,2017.0
Amazonas,170668.0,ABR,2017.0
Roraima,47037.19,ABR,2017.0
Pará,336915.63,ABR,2017.0
Amapá,50700.65,ABR,2017.0
Tocantins,94319.87,ABR,2017.0
Maranhão,296033.8,ABR,2017.0
Piauí,158397.1,ABR,2017.0
Ceará,442110.0,ABR,2017.0
Rio Grande do Norte,218050.0,ABR,2017.0
Paraíba,206529.78,ABR,2017.0
Pernambuco,491797.0,ABR,2017.0
Alagoas,140812.8,ABR,2017.0
Sergipe,122953.67,ABR,2017.0
Bahia,702072.67,ABR,2017.0
Minas Gerais,1105891.44,ABR,2017.0
Espírito Santo,255860.4,ABR,2017.0
Rio de Janeiro,1278369.33,ABR,2017.0
São Paulo,3750048.3200000003,ABR,2017.0
Paraná,739014.4500000001,ABR,2017.0
Santa Catarina,596957.62,ABR,2017.0
Rio Grande do Sul,786919.63,ABR,2017.0
Mato Grosso do Sul,218693.25,ABR,2017.0
Mato Grosso,287475.24,ABR,2017.0
Goiás,482279.05000000005,ABR,2017.0
Distrito Federal,215043.0,ABR,2017.0
Rondônia,120710.77,MAI,2017.0
Acre,40155.13,MAI,2017.0
Amazonas,170229.0,MAI,2017.0
Roraima,41502.41,MAI,2017.0
Pará,343982.32,MAI,2017.0
Amapá,47696.75,MAI,2017.0
Tocantins,93141.45,MAI,2017.0
Maranhão,289497.1,MAI,2017.0
Piauí,159283.8,MAI,2017.0
Ceará,422956.0,MAI,2017.0
Rio Grande do Norte,195084.0,MAI,2017.0
Paraíba,191847.75,MAI,2017.0
Pernambuco,436117.0,MAI,2017.0
Alagoas,135235.7,MAI,2017.0
Sergipe,111143.3,MAI,2017.0
Bahia,600407.93,MAI,2017.0
Minas Gerais,940728.0599999999,MAI,2017.0
Espírito Santo,222483.8,MAI,2017.0
Rio de Janeiro,1032405.8500000001,MAI,2017.0
São Paulo,3430489.48,MAI,2017.0
Paraná,639864.3200000001,MAI,2017.0
Santa Catarina,499607.24,MAI,2017.0
Rio Grande do Sul,741832.23,MAI,2017.0
Mato Grosso do Sul,176435.5,MAI,2017.0
Mato Grosso,253174.62,MAI,2017.0
Goiás,437872.67,MAI,2017.0
Distrito Federal,200209.0,MAI,2017.0
Rondônia,120722.35,JUN,2017.0
Acre,46056.55,JUN,2017.0
Amazonas,168679.0,JUN,2017.0
Roraima,41891.4,JUN,2017.0
Pará,364755.95,JUN,2017.0
Amapá,50315.67,JUN,2017.0
Tocantins,97649.83,JUN,2017.0
Maranhão,297522.8,JUN,2017.0
Piauí,166041.3,JUN,2017.0
Ceará,421355.0,JUN,2017.0
Rio Grande do Norte,201888.0,JUN,2017.0
Paraíba,183039.13,JUN,2017.0
Pernambuco,441618.0,JUN,2017.0
Alagoas,127747.6,JUN,2017.0
Sergipe,107449.37,JUN,2017.0
Bahia,620812.34,JUN,2017.0
Minas Gerais,999330.42,JUN,2017.0
Espírito Santo,214123.6,JUN,2017.0
Rio de Janeiro,1011374.19,JUN,2017.0
São Paulo,3324784.7800000003,JUN,2017.0
Paraná,657192.83,JUN,2017.0
Santa Catarina,504087.46,JUN,2017.0
Rio Grande do Sul,712303.31,JUN,2017.0
Mato Grosso do Sul,170390.72,JUN,2017.0
Mato Grosso,273357.82,JUN,2017.0
Goiás,470879.82,JUN,2017.0
Distrito Federal,204710.0,JUN,2017.0
Rondônia,114507.26000000001,JUL,2017.0
Acre,39122.8,JUL,2017.0
Amazonas,158265.0,JUL,2017.0
Roraima,43905.24,JUL,2017.0
Pará,356160.13999999996,JUL,2017.0
Amapá,49289.7,JUL,2017.0
Tocantins,91348.17,JUL,2017.0
Maranhão,309336.1,JUL,2017.0
Piauí,161618.3,JUL,2017.0
Ceará,420742.0,JUL,2017.0
Rio Grande do Norte,191965.0,JUL,2017.0
Paraíba,181222.82,JUL,2017.0
Pernambuco,404314.0,JUL,2017.0
Alagoas,118519.5,JUL,2017.0
Sergipe,104814.14,JUL,2017.0
Bahia,586470.62,JUL,2017.0
Minas Gerais,944024.11,JUL,2017.0
Espírito Santo,197467.9,JUL,2017.0
Rio de Janeiro,922723.35,JUL,2017.0
São Paulo,3339974.8499999996,JUL,2017.0
Paraná,651103.2600000001,JUL,2017.0
Santa Catarina,539951.4099999999,JUL,2017.0
Rio Grande do Sul,773042.44,JUL,2017.0
Mato Grosso do Sul,154965.46000000002,JUL,2017.0
Mato Grosso,229561.46,JUL,2017.0
Goiás,429086.09,JUL,2017.0
Distrito Federal,187090.0,JUL,2017.0
Rondônia,126780.84999999999,AGO,2017.0
Acre,44361.329999999994,AGO,2017.0
Amazonas,173543.0,AGO,2017.0
Roraima,44215.74,AGO,2017.0
Pará,372922.9,AGO,2017.0
Amapá,54379.560000000005,AGO,2017.0
Tocantins,92122.43,AGO,2017.0
Maranhão,316221.2,AGO,2017.0
Piauí,166600.0,AGO,2017.0
Ceará,422710.0,AGO,2017.0
Rio Grande do Norte,188100.0,AGO,2017.0
Paraíba,181874.00999999998,AGO,2017.0
Pernambuco,407639.0,AGO,2017.0
Alagoas,117073.8,AGO,2017.0
Sergipe,100388.37999999999,AGO,2017.0
Bahia,562060.28,AGO,2017.0
Minas Gerais,1020309.61,AGO,2017.0
Espírito Santo,187643.3,AGO,2017.0
Rio de Janeiro,924937.53,AGO,2017.0
São Paulo,3340041.15,AGO,2017.0
Paraná,675661.02,AGO,2017.0
Santa Catarina,533958.2,AGO,2017.0
Rio Grande do Sul,772396.0,AGO,2017.0
Mato Grosso do Sul,156565.15,AGO,2017.0
Mato Grosso,244102.53999999998,AGO,2017.0
Goiás,403725.6,AGO,2017.0
Distrito Federal,206265.0,AGO,2017.0
Rondônia,141407.91,SET,2017.0
Acre,52116.149999999994,SET,2017.0
Amazonas,190024.0,SET,2017.0
Roraima,51656.68,SET,2017.0
Pará,378436.51999999996,SET,2017.0
Amapá,55371.58,SET,2017.0
Tocantins,104468.8,SET,2017.0
Maranhão,336709.5,SET,2017.0
Piauí,179034.2,SET,2017.0
Ceará,431347.0,SET,2017.0
Rio Grande do Norte,191346.0,SET,2017.0
Paraíba,181950.31,SET,2017.0
Pernambuco,417819.0,SET,2017.0
Alagoas,124313.5,SET,2017.0
Sergipe,101645.56,SET,2017.0
Bahia,596529.22,SET,2017.0
Minas Gerais,1070938.25,SET,2017.0
Espírito Santo,219804.9,SET,2017.0
Rio de Janeiro,1093799.35,SET,2017.0
São Paulo,3590529.63,SET,2017.0
Paraná,677231.08,SET,2017.0
Santa Catarina,506595.37,SET,2017.0
Rio Grande do Sul,652915.48,SET,2017.0
Mato Grosso do Sul,192974.12,SET,2017.0
Mato Grosso,309763.97,SET,2017.0
Goiás,529710.8999999999,SET,2017.0
Distrito Federal,217979.0,SET,2017.0
Rondônia,141411.05,OUT,2017.0
Acre,52181.509999999995,OUT,2017.0
Amazonas,183208.0,OUT,2017.0
Roraima,52670.69,OUT,2017.0
Pará,374921.02,OUT,2017.0
Amapá,54678.92,OUT,2017.0
Tocantins,102784.3,OUT,2017.0
Maranhão,340386.6,OUT,2017.0
Piauí,175788.2,OUT,2017.0
Ceará,434201.0,OUT,2017.0
Rio Grande do Norte,199743.0,OUT,2017.0
Paraíba,195881.4,OUT,2017.0
Pernambuco,455028.0,OUT,2017.0
Alagoas,132412.5,OUT,2017.0
Sergipe,106085.59999999999,OUT,2017.0
Bahia,639622.39,OUT,2017.0
Minas Gerais,1068868.18,OUT,2017.0
Espírito Santo,220854.0,OUT,2017.0
Rio de Janeiro,996054.5700000001,OUT,2017.0
São Paulo,3473029.89,OUT,2017.0
Paraná,679638.5,OUT,2017.0
Santa Catarina,509523.30000000005,OUT,2017.0
Rio Grande do Sul,688940.97,OUT,2017.0
Mato Grosso do Sul,194080.72,OUT,2017.0
Mato Grosso,313935.64999999997,OUT,2017.0
Goiás,542745.09,OUT,2017.0
Distrito Federal,209484.0,OUT,2017.0
Rondônia,129093.54999999999,NOV,2017.0
Acre,47151.7,NOV,2017.0
Amazonas,189235.0,NOV,2017.0
Roraima,54429.16,NOV,2017.0
Pará,371575.0,NOV,2017.0
Amapá,55683.26,NOV,2017.0
Tocantins,96273.22,NOV,2017.0
Maranhão,334097.7,NOV,2017.0
Piauí,173023.7,NOV,2017.0
Ceará,437734.0,NOV,2017.0
Rio Grande do Norte,200619.0,NOV,2017.0
Paraíba,197028.49000000002,NOV,2017.0
Pernambuco,458910.0,NOV,2017.0
Alagoas,138231.8,NOV,2017.0
Sergipe,108206.87000000001,NOV,2017.0
Bahia,620300.01,NOV,2017.0
Minas Gerais,1035218.98,NOV,2017.0
Espírito Santo,211946.4,NOV,2017.0
Rio de Janeiro,1008620.0800000001,NOV,2017.0
São Paulo,3418351.6,NOV,2017.0
Paraná,686141.25,NOV,2017.0
Santa Catarina,515875.18000000005,NOV,2017.0
Rio Grande do Sul,743049.97,NOV,2017.0
Mato Grosso do Sul,190053.31,NOV,2017.0
Mato Grosso,277186.44,NOV,2017.0
Goiás,480303.5,NOV,2017.0
Distrito Federal,199167.0,NOV,2017.0
Rondônia,126716.84,DEZ,2017.0
Acre,45771.36,DEZ,2017.0
Amazonas,185067.0,DEZ,2017.0
Roraima,51401.33,DEZ,2017.0
Pará,381011.0,DEZ,2017.0
Amapá,48343.79,DEZ,2017.0
Tocantins,93514.92,DEZ,2017.0
Maranhão,338420.3,DEZ,2017.0
Piauí,178417.3,DEZ,2017.0
Ceará,469593.0,DEZ,2017.0
Rio Grande do Norte,210892.0,DEZ,2017.0
Paraíba,216733.57,DEZ,2017.0
Pernambuco,498072.0,DEZ,2017.0
Alagoas,143749.8,DEZ,2017.0
Sergipe,116126.04000000001,DEZ,2017.0
Bahia,659636.82,DEZ,2017.0
Minas Gerais,1002705.7,DEZ,2017.0
Espírito Santo,228724.2,DEZ,2017.0
Rio de Janeiro,1107335.53,DEZ,2017.0
São Paulo,3685903.8700000006,DEZ,2017.0
Paraná,743634.0499999999,DEZ,2017.0
Santa Catarina,552570.12,DEZ,2017.0
Rio Grande do Sul,785886.42,DEZ,2017.0
Mato Grosso do Sul,204169.56,DEZ,2017.0
Mato Grosso,296379.38,DEZ,2017.0
Goiás,503817.03,DEZ,2017.0
Distrito Federal,210250.0,DEZ,2017.0
Rondônia,125078.39,JAN,2018.0
Acre,46443.82,JAN,2018.0
Amazonas,191847.0,JAN,2018.0
Roraima,47709.04,JAN,2018.0
Pará,341130.89,JAN,2018.0
Amapá,41310.09,JAN,2018.0
Tocantins,85127.18,JAN,2018.0
Maranhão,306722.5,JAN,2018.0
Piauí,158342.5,JAN,2018.0
Ceará,432961.4,JAN,2018.0
Rio Grande do Norte,218118.0,JAN,2018.0
Paraíba,200868.03,JAN,2018.0
Pernambuco,473644.0,JAN,2018.0
Alagoas,144181.0,JAN,2018.0
Sergipe,116486.59000000001,JAN,2018.0
Bahia,636018.0499999999,JAN,2018.0
Minas Gerais,1064104.67,JAN,2018.0
Espírito Santo,241844.4,JAN,2018.0
Rio de Janeiro,1156748.8,JAN,2018.0
São Paulo,3529925.1999999997,JAN,2018.0
Paraná,778327.41,JAN,2018.0
Santa Catarina,665615.3300000001,JAN,2018.0
Rio Grande do Sul,903875.06,JAN,2018.0
Mato Grosso do Sul,215186.38999999998,JAN,2018.0
Mato Grosso,278264.46,JAN,2018.0
Goiás,465827.26,JAN,2018.0
Distrito Federal,197813.0,JAN,2018.0
Rondônia,111978.43,FEV,2018.0
Acre,42748.990000000005,FEV,2018.0
Amazonas,180395.0,FEV,2018.0
Roraima,50197.2,FEV,2018.0
Pará,327323.77,FEV,2018.0
Amapá,35021.87,FEV,2018.0
Tocantins,82085.47,FEV,2018.0
Maranhão,282842.8,FEV,2018.0
Piauí,148504.2,FEV,2018.0
Ceará,394964.8,FEV,2018.0
Rio Grande do Norte,198177.0,FEV,2018.0
Paraíba,188797.84,FEV,2018.0
Pernambuco,457895.0,FEV,2018.0
Alagoas,140990.1,FEV,2018.0
Sergipe,118042.72,FEV,2018.0
Bahia,645195.51,FEV,2018.0
Minas Gerais,1024923.5,FEV,2018.0
Espírito Santo,258968.7,FEV,2018.0
Rio de Janeiro,1267451.33,FEV,2018.0
São Paulo,3486157.4,FEV,2018.0
Paraná,762381.5599999999,FEV,2018.0
Santa Catarina,690180.63,FEV,2018.0
Rio Grande do Sul,895713.6799999999,FEV,2018.0
Mato Grosso do Sul,203658.24000000002,FEV,2018.0
Mato Grosso,259787.38,FEV,2018.0
Goiás,469943.98,FEV,2018.0
Distrito Federal,195838.0,FEV,2018.0
Rondônia,126180.67,MAR,2018.0
Acre,44262.2,MAR,2018.0
Amazonas,180613.0,MAR,2018.0
Roraima,50226.08,MAR,2018.0
Pará,354073.61000000004,MAR,2018.0
Amapá,39336.84,MAR,2018.0
